user_id,product_id
1100,fe849f4f-904a-4e77-a0f8-05a7dadde04e
1100,5df057fc-9f95-4e93-8e84-d8d8b6313786
1100,beba627b-fad2-4d4f-aa8c-be0938bfa8a5
1100,3a2ed5a6-a99f-4556-9a3d-f3b2573c246f
1100,e9135d4c-e363-48c3-ba7b-7a18b3145f0a
1100,3afdd5e0-88d0-4f34-baa4-c218c607789e
1100,e1e1dac0-153f-4000-88dc-d5185d53bd04
1100,20438cda-af49-4c46-a659-3376ee823610
1100,1655562e-2b58-4f61-ac9c-333530202f41
1100,bee36a53-75a7-4d73-8ed1-be09cb4bc3de
1100,f848b34f-f277-4db0-b98f-53b6e4f2b0cd
1100,204f9b4b-2a73-4264-a387-9d9024bfd837
1100,b6bd3e8d-a806-43eb-b72a-38f9e4b7fb00
1100,489f1edf-3832-4c86-b080-f338296aa830
1100,76e83cea-fc2e-4aad-a128-6dac176ea511
1100,f292bfa2-f11b-43c3-9053-1fe5f9e30a08
1100,822efa1d-318a-4b87-97a0-241b1e50bfbd
1100,bb019786-a8fe-4107-a59d-577859407b1f
1100,d4c3d6f3-bf98-4acc-acc7-0d87a00336aa
1100,3921b850-e11d-47c5-b0f7-5c162ac33f69
1100,59227abe-045b-4564-b998-a1a0579ec0bb
1100,000051b3-1cbd-47d3-8e00-e2e40475734c
1100,e00b644f-00c8-4fb8-8f78-87931c01f91c
1100,b8c7de59-7ac5-4599-8d16-82eae895acbf
1100,00db3026-4d10-433d-b99c-43d373cd8690
1100,ae061bc5-a47d-46a0-8fd4-dd98506c86b3
1100,e00b644f-00c8-4fb8-8f78-87931c01f91c
1100,cb51e076-5e0b-4684-9e2e-57c6215c73fd
1100,23eb0740-b1da-455b-8105-ef628fd8adb9
1100,3fa86846-2a1d-4b70-94f8-a536b1a000aa
1100,23eb0740-b1da-455b-8105-ef628fd8adb9
1100,9a81750b-cf14-4ebb-bf12-453b17c85505
1100,adc4b06b-b15e-4387-9479-fbca2dc85799
1100,9cadd6eb-777c-4d40-a186-072bbf7589d0
1100,afec20d0-e9a7-4760-b3d5-b1cb892e45df
1100,e804aaae-6268-4117-8fcb-2302825be98a
1100,9cadd6eb-777c-4d40-a186-072bbf7589d0
1100,adc4b06b-b15e-4387-9479-fbca2dc85799
1100,e804aaae-6268-4117-8fcb-2302825be98a
1100,23eb0740-b1da-455b-8105-ef628fd8adb9
1100,afec20d0-e9a7-4760-b3d5-b1cb892e45df
1100,afec20d0-e9a7-4760-b3d5-b1cb892e45df
1100,3fa86846-2a1d-4b70-94f8-a536b1a000aa
1100,ed63b831-bcd9-4b43-8a8c-5fbf6e65ab71
1100,27a01cfa-37ed-405b-bbc8-6a5dc3c43e25
1100,ba79baed-2149-4059-ba77-e88c90d63060
1100,dd9554ce-e674-4956-a90a-a882bc069360
1100,7886f22a-4002-44d2-a0ae-22c430253412
1100,52516705-7d75-4340-9515-bb366e80bd7d
